Player Name,guess rate,usefulness,avg diff,erigs,avg /8 correct,OP guess rate,,
MizukiNana,22.222,3.759,33.657,0,4.8,22.222,0,0
legrandort,21.138,3.445,35.101,1,5.346,21.138,0,0
gw13,20.611,4.054,34.264,1,4.63,20.611,0,0
Dummy_,18.182,3.022,31.328,0,5.182,18.182,0,0
,,,,,,,,
2025-07-13,,,,,,,,
BlackCondor,84.848,29.54,26.549,8,3.417,84.848,,
FaLiLV,65.546,21.343,28.937,10,3.744,65.546,,
oh95,55.357,13.876,30.729,3,4.161,55.357,,
OnlyWorldDaiStar,47.107,13.672,30.715,7,4,47.107,,
mkby,45.652,15.806,27.124,7,3.595,45.652,,
Alkios,42.268,14.644,27.341,5,3.512,42.268,,
Tvaz,41.071,10.05,28.778,2,4.304,41.071,,
Coglionedown,38.043,9.51,32.867,2,4.171,38.043,,
hmsuis,35.294,6.56,33.604,3,4.905,35.294,,
Janoxx,35.052,10.882,28.705,3,3.618,35.052,,
Swapin,33.696,7.659,32.534,1,4.29,33.696,,
Kenzou_Tenma,32.143,7.005,30.023,0,4.528,32.143,,
Maki04,30.579,6.881,30.634,1,4.486,30.579,,
md22,30.579,7.257,33.371,2,4.514,30.579,,
THE_USUAL,29.293,6.286,30.452,1,4.621,29.293,,
AmamiyaSora,28.283,4.447,35.543,0,4.964,28.283,,
Poppysr,27.835,8.074,29.846,1,3.852,27.835,,
Kirox,26.804,6.053,33.398,1,4.346,26.804,,
miiarad,26.786,6.982,30.568,2,4.3,26.786,,
mahzrunner,23.232,5.523,30.906,0,4.522,23.232,,
SaikiChan,21.008,4.625,30.241,2,4.84,21.008,,
KasumiYozora,19.328,3.053,37.158,1,5.261,19.328,,
Konsumenci,17.391,4.153,26.583,0,4.438,17.391,,
Dry,17.355,3.281,29.229,0,4.762,17.355,,
,,,,,,,,
2025-07-20,,,,,,,,
AKl,86.087,31.214,26.112,12,3.717,86.087,,
Kawada6,85.47,25.9,28.172,7,4.02,85.47,,
Baikinman,80.488,28.735,25.318,10,3.707,80.488,,
FaLiLV,57.759,16.93,28.867,3,4.164,57.759,,
OnlyWorldDaiStar,52.174,12.495,28.718,0,4.467,52.174,,
CarbonatedLove,51.456,12.803,29.615,2,4.528,51.456,,
oh95,50,13.098,30.007,0,4.345,50,,
gro,47.573,14.336,26.504,5,4.327,47.573,,
Maki04,46.154,8.343,31.833,0,4.889,46.154,,
mkby,45.652,11.306,28.971,1,4.476,45.652,,
Alkios,43.478,11.534,27.708,2,4.425,43.478,,
Coglionedown,42.718,10.021,30.377,2,4.75,42.718,,
OnlyAiM,42.276,9.597,29.301,0,4.519,42.276,,
beautiful,36.957,7.973,30.695,0,4.706,36.957,,
SaikiChan,29.268,5.031,30.732,0,5.056,29.268,,
Poppysr,29.06,5.381,30.386,0,4.971,29.06,,
kabao,28.448,4.87,34.316,0,5.121,28.448,,
Konsumenci,27.642,4.973,28.087,0,5.059,27.642,,
Flato,27.184,5.378,32.352,1,5.143,27.184,,
Janoxx,25,5.452,29.18,0,4.759,25,,
THE_USUAL,23.913,4.518,31.186,0,5.091,23.913,,
rorf,23.077,4.384,31.672,1,5.185,23.077,,
Kirox,22.609,3.493,31.355,0,5.385,22.609,,
Gokozinho,14.783,1.724,35.642,0,5.765,14.783,,
,,,,,,,,
2025-07-24,,,,,,,,
channina,87.356,33.529,26.156,11,3.395,87.356,,
poyoyoyoyo,82.292,30.981,26.024,14,3.633,82.292,,
Baikinman,69.697,25.014,26.2,10,3.58,69.697,,
PoolNoodle,60.331,11.839,30.099,1,4.849,60.331,,
moosepi,52.893,9.296,32.197,1,5.062,52.893,,
gro,49.558,16.878,25.439,5,3.625,49.558,,
neoburnz,49.038,9.79,29.969,2,4.98,49.038,,
OnlyWorldDaiStar,48.958,9.202,30.672,0,4.851,48.958,,
beautiful,44.231,8.237,31.295,3,5.152,44.231,,
oh95,42.478,9.088,30.289,1,4.542,42.478,,
Maki04,42.424,10.683,30.118,2,4.238,42.424,,
cafezinho,42.308,8.6,31.911,2,5.023,42.308,,
AnimeroD,38.843,8.092,30.227,4,5.021,38.843,,
Flato,34.513,8.231,32.193,2,4.487,34.513,,
Jakemonkey,30.769,5.451,33.251,1,5.375,30.769,,
Janoxx,29.885,7.14,26.486,0,4.385,29.885,,
AmamiyaSora,28.283,5.355,31.114,1,4.821,28.283,,
mahzrunner,26.446,3.629,30.281,1,5.562,26.446,,
harges,24.138,4.501,36.459,0,4.857,24.138,,
LiljaKatsuragi,21.875,2.226,34.927,0,5.762,21.875,,
ranny,19.54,4.369,30.3,1,4.824,19.54,,
ShelterRin,15.929,1.456,36.846,0,5.778,15.929,,
sunshine_r_w_p,13.542,2.553,33.628,0,4.923,13.542,,
VuhrCulls,9.091,1.415,31.588,0,5.333,9.091,,
,,,,,,,,
2025-07-28,,,,,,,,
Kawada6,75.385,22.276,27.64,7,3.888,75.385,,
Kyshua,70.492,23.796,26.095,10,3.663,70.492,,
florenz,63.816,14.979,30.602,5,4.34,63.816,,
neoburnz,52.632,11.268,29.601,3,4.5,52.632,,
OnlyWorldDaiStar,52.308,13.355,29.99,3,4.147,52.308,,
Alkios,52.212,14.279,28.467,5,4.051,52.212,,
xieliann,51.095,14.779,25.712,5,3.986,51.095,,
Pile,48.936,13.004,29.133,5,4.203,48.936,,
oh95,47.788,11.266,29.174,2,4.352,47.788,,
PoolNoodle,47.706,12.046,32.196,2,4.231,47.706,,
badatlife,47.518,11.16,28.213,5,4.478,47.518,,
beautiful,43.119,8.74,34.126,1,4.617,43.119,,
Tvaz,42.336,9.736,29.398,1,4.397,42.336,,
Maki04,42.308,8.983,30.134,1,4.509,42.308,,
Poppysr,37.589,8.094,29.299,3,4.66,37.589,,
KaedeDayo,36.923,8.177,33.209,2,4.438,36.923,,
Coglionedown,36.885,7.172,33.202,1,4.756,36.885,,
Kenzou_Tenma,34.426,7.321,30.591,1,4.619,34.426,,
Flato,34.211,6.141,31.706,1,4.827,34.211,,
spanky,33.628,9.998,24.837,5,4,33.628,,
provenance,32.847,7.037,29.591,3,4.733,32.847,,
Konsumenci,31.538,5.124,29.208,0,4.951,31.538,,
Janoxx,31.538,9.307,26.78,4,3.927,31.538,,
Kirox,30.496,5.912,31.267,2,4.884,30.496,,
SaikiChan,30.088,8.763,30.268,5,4.118,30.088,,
Swapin,28.44,4.104,36.451,0,5.129,28.44,,
Megu29,25.658,4.252,32.876,2,5.128,25.658,,
MizukiNana,20.769,4.188,34.252,2,4.704,20.769,,
KasumiYozora,19.266,3.184,38.677,0,5.19,19.266,,
arpia97,11.679,2.195,33.638,0,5.062,11.679,,
a_hooman,11.538,1.631,29.544,1,5.6,11.538,,
chommy,3.279,0.198,33.706,0,6.75,3.279,,
,,,,,,,,
2025-08-03,,,,,,,,
Baikinman,81.308,27.73,27.64,9,3.575,81.308,0,0
comfv,80.8,27.763,26.841,13,3.525,80.8,0,0
BlackCondor,72.059,26.881,26.073,11,3.357,72.059,0,0
GabrielaRobin,69.697,17.816,29.901,5,4.13,69.697,0,0
mkby,52.381,13.443,30.293,6,4.221,52.381,0,0
gro,49.6,12.4,27.31,0,4.081,49.6,0,0
Anoru_,49.194,10.866,31.244,1,4.328,49.194,0,0
Coglionedown,46.763,12.252,30.387,2,4.246,46.763,0,0
OnlyWorldDaiStar,46.094,12.672,29.152,5,4.102,46.094,0,0
Alkios,45.455,8.57,29.662,0,4.617,45.455,0,0
JuliAless64,45.161,9.595,32.673,1,4.429,45.161,0,0
oh95,42.446,10.201,31.022,3,4.475,42.446,0,0
KaedeDayo,41.406,8.76,31.941,0,4.585,41.406,0,0
hmsuis,40.8,8.275,31.95,0,4.529,40.8,0,0
Tvaz,40.136,9.73,29.378,3,4.322,40.136,0,0
Kenzou_Tenma,34.694,7.377,31.667,0,4.569,34.694,0,0
provenance,31.655,6.765,32.377,3,4.909,31.655,0,0
Janoxx,29.545,5.176,30.443,1,4.923,29.545,0,0
Skychael,29.032,6.55,29.968,3,4.528,29.032,0,0
Swapin,28.676,6.496,33.02,0,4.487,28.676,0,0
Konsumenci,27.419,6.17,31.754,2,4.5,27.419,0,0
SetoSun,27.103,4.076,36.454,0,5.034,27.103,0,0
Andrey_K,25.899,5.476,32.269,2,4.944,25.899,0,0
SaikiChan,25.781,7.76,29.738,3,4.03,25.781,0,0
JulietPersia,25.735,5.561,36.276,1,4.571,25.735,0,0
Dry,25.234,3.796,31.43,0,5.037,25.234,0,0
kabao,24.219,3.849,34.717,0,5.194,24.219,0,0
fiftypercentweeb,23.81,5.966,33.446,1,4.229,23.81,0,0
THE_USUAL,22.43,3.343,33.759,1,5.25,22.43,0,0
MythAndroid,16.667,4.379,34.422,2,4.227,16.667,0,0
anicomi,13.235,1.865,33.775,0,5.333,13.235,0,0
chommy,5.6,0.665,35.004,0,5.571,5.6,0,0
,,,,,,,,
2025-08-10,,,,,,,,
BlackCondor,88,33.704,25.961,13,3.239,88,,
Baikinman,77.206,22.971,28.457,10,3.838,77.206,,
GabrielaRobin,59.292,16.177,27.622,2,4.045,59.292,,
mkby,56.452,13.958,31.088,2,4.2,56.452,,
OnlyWorldDaiStar,55.556,15.757,30.137,4,3.873,55.556,,
Alkios,51.471,11.631,29.874,2,4.371,51.471,,
Coglionedown,50,10.612,34.408,2,4.516,50,,
gro,48.077,14.573,24.87,4,3.84,48.077,,
GodIy,47.788,12.906,31.667,5,4.222,47.788,,
Swapin,34,5.227,34.321,0,5,34,,
Janoxx,31.452,6.123,30.053,1,4.769,31.452,,
Zeal_Kido,31.313,7.66,28.532,0,4.161,31.313,,
Flato,30.769,6.471,31.843,2,4.688,30.769,,
SaikiChan,30.088,6.671,31.881,2,4.588,30.088,,
Megu29,29.032,6.221,32.952,0,4.5,29.032,,
Dry,26.263,7.766,26.776,1,3.808,26.263,,
Poppysr,24.038,4.252,30.629,0,4.96,24.038,,
THE_USUAL,23.077,3.094,32.311,0,5.417,23.077,,
AnnaYanami,22,3.421,37.72,0,5.091,22,,
yasashiikumo,21,2.948,35.839,0,5.286,21,,
VuhrCulls,20.588,3.425,33.601,0,4.964,20.588,,
ranny,15.929,2.056,33.91,1,5.722,15.929,,
,,,,,,,,
2025-08-16,,,,,,,,
comfv,86.364,30.379,27.819,17,3.347,86.364,0,0
BlackCondor,81.579,24.006,28.874,4,3.613,81.579,0,0
Baikinman,72.043,27.828,26.19,9,2.97,72.043,0,0
GabrielaRobin,66.327,21.888,27.844,7,3.415,66.327,0,0
ShirohaNaruse,60.526,15.615,29.137,2,3.913,60.526,0,0
PoolNoodle,57.353,14.301,30.712,2,3.962,57.353,0,0
comete,57.143,16.36,30.028,3,3.656,57.143,0,0
Alkios,57.025,15.522,29.015,9,4.116,57.025,0,0
kar72,56.452,13.046,29.153,2,4.171,56.452,0,0
Yolowolf75,52.419,11.428,30.892,2,4.323,52.419,0,0
OnlyWorldDaiStar,48.571,12.549,29.198,4,4.132,48.571,0,0
Baguett,47.656,13.803,29.307,4,3.672,47.656,0,0
Coglionedown,47.107,7.716,32.508,0,4.895,47.107,0,0
MoltenAshes,42.647,8.693,32.74,2,4.431,42.647,0,0
Tvaz,37.5,7.6,32.05,0,4.357,37.5,0,0
Poppysr,36.607,8.895,30.668,1,4.073,36.607,0,0
Swapin,35.156,7.862,34.57,0,4.2,35.156,0,0
Janoxx,35,8.498,28.182,3,4.286,35,0,0
hmsuis,34.694,8.646,29.468,2,4.059,34.694,0,0
zokie,33.884,4.071,36.52,0,5.366,33.884,0,0
SaikiChan,32.353,7.438,31.038,2,4.273,32.353,0,0
Konsumenci,30.714,5.861,29.388,1,4.721,30.714,0,0
Shiku,30.714,5.385,35.026,1,4.907,30.714,0,0
harges,28.947,6.86,36.748,2,4.394,28.947,0,0
Andrey_K,27.273,4.91,32.501,0,4.7,27.273,0,0
fiftypercentweeb,27.273,5,33.115,1,4.909,27.273,0,0
kabao,25.806,3.854,35.305,1,5.219,25.806,0,0
Dry,25.455,5.116,29.475,0,4.464,25.455,0,0
spanky,23.656,6.487,28.782,0,3.773,23.656,0,0
Vr0003,21.875,5.962,32.434,2,3.929,21.875,0,0
AnnaYanami,21.429,3.884,35.418,1,4.762,21.429,0,0
Hyonoobka,20.312,5.328,26.045,1,3.962,20.312,0,0
legrandort,19.091,3.341,36.4,0,4.81,19.091,0,0
Mangalodon,18.548,2.791,34.848,1,5.304,18.548,0,0
Floth,18.28,4.691,34.745,2,4.118,18.28,0,0
YellowRose,15.306,1.985,34.478,0,5.267,15.306,0,0
OkitaNobu,15.179,2.398,36.733,1,5.059,15.179,0,0
mahzrunner,14.706,1.784,37.075,0,5.4,14.706,0,0
anicomi,13.978,3.115,38.255,0,4.308,13.978,0,0
ElJuanchi,10.526,0.718,40.457,0,6.083,10.526,0,0
,,,,,,,,
2025-08-17,,,,,,,,
Baikinman,78.125,26.284,27.523,21,3.6,78.125,0,0
PoolNoodle,57.143,15.416,30.678,5,3.972,57.143,0,0
Alkios,50,14.883,29.205,9,3.756,50,0,0
Coglionedown,47.5,7.728,33.269,0,4.868,47.5,0,0
oh95,43.846,11.737,30.613,7,4.158,43.846,0,0
Diukes,43.293,11.333,29.862,5,4.056,43.293,0,0
Kazaseno,40,9.904,30.359,4,4.308,40,0,0
Swapin,33.333,6.932,34.29,3,4.595,33.333,0,0
Poppysr,32.54,7.595,30.472,3,4.366,32.54,0,0
Sgtvp,26.22,3.737,35.013,0,5.093,26.22,0,0
zokie,25.385,3.583,35.082,0,5.242,25.385,0,0
miiarad,25,3.855,33.856,2,5.325,25,0,0
YellowRose,23.81,4.482,35.776,1,4.833,23.81,0,0
AmamiyaSora,23.077,3.417,35.413,0,5.233,23.077,0,0
mahzrunner,18.902,3.26,34.88,1,4.968,18.902,0,0
OkitaNobu,13.75,1.237,38.202,0,5.955,13.75,0,0
,,,,,,,,
2025-08-20,,,,,,,,
BlackCondor,86.923,37.001,26.899,17,3.124,86.923,0,0
comfv,85.455,33.31,28.014,13,3.532,85.455,0,0
Baikinman,76.23,34.388,28.347,14,2.968,76.23,0,0
sumii,61.702,23.082,28.256,9,3.741,61.702,0,0
Yolowolf75,51.961,11.876,31.053,0,4.566,51.961,0,0
RaidenMei,51.429,11.643,31.385,3,4.736,51.429,0,0
oh95,50.833,14.261,30.282,4,4.115,50.833,0,0
Coglionedown,47.143,8.316,32.917,1,5.136,47.143,0,0
Flato,44.286,8.053,32.592,0,5.081,44.286,0,0
Maki04,40.196,8.466,32.2,0,4.732,40.196,0,0
JuliAless64,38.571,5.786,33.614,2,5.444,38.571,0,0
hmsuis,37.5,7.325,32.403,0,4.667,37.5,0,0
OnlyWorldDaiStar,36.364,8.164,29.242,0,4.562,36.364,0,0
Swapin,35.106,5.971,35.469,0,5.091,35.106,0,0
Jakemonkey,34.314,5.459,34.709,0,5.171,34.314,0,0
AnimeroD,32.955,8.794,29.181,2,4.379,32.955,0,0
AnnaYanami,30.909,4.464,37.107,0,5.441,30.909,0,0
Floth,30.851,5.536,35.166,0,5.103,30.851,0,0
Konsumenci,30.833,5.5,30.668,0,4.892,30.833,0,0
Dry,29.412,9.439,29.832,4,4.233,29.412,0,0
SaikiChan,28.409,6.989,28.937,1,4.52,28.409,0,0
zokie,26.596,4.438,36.381,0,5.4,26.596,0,0
Janoxx,24.59,7.177,29.419,2,4.033,24.59,0,0
mahzrunner,20.909,3.67,33.165,0,5.304,20.909,0,0
sunshine_r_w_p,20.909,2.841,36.389,0,5.696,20.909,0,0
YellowRose,20,4.119,34.386,2,4.808,20,0,0
ranny,16.923,3.515,32.442,0,4.727,16.923,0,0
OkitaNobu,15.574,3.154,36.4,0,4.737,15.574,0,0
VuhrCulls,13.077,2.343,32.091,0,5.118,13.077,0,0
xeyz,12.5,1.62,36.442,0,5.455,12.5,0,0
ElJuanchi,9.016,1.791,39.634,1,5.182,9.016,0,0
,,,,,,,,
2025-08-24,,,,,,,,
comfv,87.705,29.371,26.958,14,3.299,87.705,0,0
BlackCondor,82.243,30.384,25.939,18,3.023,82.243,0,0
Baikinman,81.395,29.845,26.592,20,3.171,81.395,0,0
Alkios,58.065,16.335,29.105,8,3.819,58.065,0,0
Anoru_,48.696,10.618,33.045,3,4.232,48.696,0,0
Diukes,47.967,11.71,29.384,4,4.085,47.967,0,0
Pile,43.902,12.728,29.617,9,3.815,43.902,0,0
Coglionedown,43.089,10.211,31.678,4,4.113,43.089,0,0
KaedeDayo,41.121,8.333,32.062,0,4.136,41.121,0,0
Tvaz,40.945,12.635,28.536,7,3.635,40.945,0,0
Poppysr,39.13,8.477,31.32,2,4.244,39.13,0,0
Flato,39.024,9.647,31.92,3,4.125,39.024,0,0
Kazaseno,38.583,9.596,29.667,3,4.041,38.583,0,0
Janoxx,35.484,8.328,28.776,4,4.227,35.484,0,0
Yokipi,31.967,4.811,32.137,0,4.769,31.967,0,0
Swapin,30.645,6.388,33.787,2,4.553,30.645,0,0
SaikiChan,29.565,4.682,33.856,0,4.794,29.565,0,0
Dry,28.455,6.388,30.792,1,4.371,28.455,0,0
zokie,26.357,4.414,33.781,2,4.971,26.357,0,0
Megu29,26.23,5.767,32.174,2,4.312,26.23,0,0
Konsumenci,24.031,4.028,31.873,1,4.871,24.031,0,0
Selaph,23.622,4.58,31.088,1,4.6,23.622,0,0
YellowRose,22.764,3.28,33.669,0,5.071,22.764,0,0
kabao,21.951,3.145,34.546,0,5,21.951,0,0
THE_USUAL,21.774,2.857,35.03,1,5.333,21.774,0,0
Fumiii,21.26,3.905,31.388,1,4.741,21.26,0,0
Progenitor,17.886,2.644,34.276,1,5.045,17.886,0,0
Cherryish,17.213,2.34,40.281,0,5.048,17.213,0,0
VuhrCulls,16.522,2.652,37.555,0,4.947,16.522,0,0
OkitaNobu,15.888,3.074,33.617,0,4.353,15.888,0,0
anicomi,12.403,1.77,34.742,0,5.25,12.403,0,0
a_hooman,3.738,0.669,35.737,0,4.25,3.738,0,0
,,,,,,,,
2025-08-30,,,,,,,,
Baikinman,81.343,26.92,27.546,19,3.578,81.343,0,0
GabrielaRobin,66.667,18.71,29.58,9,3.946,66.667,0,0
ArronChu,62.5,18.238,28.394,8,3.893,62.5,0,0
GodIy,54.615,14.827,30.911,6,4.014,54.615,0,0
OnlyWorldDaiStar,51.825,15.047,29.556,9,3.845,51.825,0,0
Alkios,50,15.426,27.805,4,3.736,50,0,0
oh95,49.057,13.367,30.32,2,3.942,49.057,0,0
Coglionedown,42.5,6.673,33.939,0,4.863,42.5,0,0
Tvaz,42.336,8.843,30.092,1,4.414,42.336,0,0
Janoxx,39.552,8.233,30.434,2,4.491,39.552,0,0
Poppysr,37.692,9.75,28.469,2,4.082,37.692,0,0
Swapin,36.036,5.678,35.472,1,5.025,36.036,0,0
SaikiChan,33.333,8.337,29.115,4,4.27,33.333,0,0
Flato,33.019,6.647,33.352,1,4.6,33.019,0,0
AnnaYanami,31.538,5.26,36.517,1,4.951,31.538,0,0
Shiku,30.833,5.321,36.538,1,4.892,30.833,0,0
YellowRose,29.851,3.321,34.335,0,5.375,29.851,0,0
zokie,28.462,4.815,34.613,1,5.027,28.462,0,0
Jakemonkey,27.737,5.002,36.499,0,4.632,27.737,0,0
ranny,19.167,2.619,34.935,0,5.348,19.167,0,0
OkitaNobu,18.919,3.005,37.341,0,5.19,18.919,0,0
Dummy_,17.164,2.058,33.097,0,5.348,17.164,0,0
VuhrCulls,16.981,2.749,32.532,0,5.111,16.981,0,0
anicomi,13.869,1.988,36.703,1,5.368,13.869,0,0
,,,,,,,,
2025-09-03,,,,,,,,
comfv,90.058,34.826,26.542,9,3.636,90.058,0,0
BlackCondor,89.796,31.996,27.482,10,3.795,89.796,0,0
Baikinman,80.899,25.871,28.094,8,4.229,80.899,0,0
oh95,51.592,11.379,29.615,0,4.975,51.592,0,0
OnlyWorldDaiStar,50.318,9.534,30.209,0,5.152,50.318,0,0
Coglionedown,43.312,7.788,31.593,0,5.279,43.312,0,0
Flato,42.675,8.173,32.367,1,5.269,42.675,0,0
Kenzou_Tenma,39.326,7.14,31.413,1,5.329,39.326,0,0
Swapin,38.764,6.355,34.949,0,5.435,38.764,0,0
Janoxx,35.714,7.985,29.117,0,4.686,35.714,0,0
Poppyjr,35.673,6.353,33.121,0,5.115,35.673,0,0
Poppysr,33.918,7.64,31.082,0,4.862,33.918,0,0
Dry,32.653,7.217,28.166,0,4.688,32.653,0,0
Shiku,31.461,4.495,37.35,1,5.732,31.461,0,0
harges,28.061,5.261,37.16,1,5.091,28.061,0,0
a_hooman,12.281,2.019,35.95,0,5.571,12.281,0,0
,,,,,,,,
2025-09-07,,,,,,,,
Miki_Hoshii,75.676,29.255,28.552,12,3.405,75.676,0,0
GabrielaRobin,64.167,19.942,28.72,5,4,64.167,0,0
Alkios,56.881,18.475,29.618,7,4.016,56.881,0,0
comete,56.757,17.109,30.977,6,4.127,56.757,0,0
mkby,51.961,16.176,28.058,1,3.962,51.961,0,0
badatlife,51.282,12.737,29.756,1,4.433,51.282,0,0
Diukes,49.495,14.56,29.219,4,4.143,49.495,0,0
Pile,48.718,13.664,31.309,3,4.316,48.718,0,0
oh95,48.485,14.021,30.856,5,4.208,48.485,0,0
neoburnz,48.039,13.844,29.624,1,4.102,48.039,0,0
Mami,47.706,12.259,30.616,2,4.365,47.706,0,0
Coglionedown,43.333,9.867,32.145,2,4.635,43.333,0,0
Chemist,37.838,7.764,31.822,1,4.833,37.838,0,0
harges,37.615,9.638,36.253,3,4.537,37.615,0,0
Poppysr,37.607,7.914,30.292,0,4.773,37.607,0,0
Swapin,34.343,8.381,33.806,2,4.618,34.343,0,0
THE_USUAL,29.358,3.796,35.117,0,5.438,29.358,0,0
Konsumenci,28.829,7.173,28.188,0,4.344,28.829,0,0
Janoxx,28.829,7.309,29.848,1,4.25,28.829,0,0
Mayottatoki,27.451,8.012,31.594,3,4.321,27.451,0,0
SaikiChan,25.806,5.126,31.967,0,4.792,25.806,0,0
Nephirea,25.225,5.272,34.273,0,4.607,25.225,0,0
Kirox,24.786,4.346,34.011,1,5.345,24.786,0,0
Andrey_K,23.423,4.627,33.99,1,5.154,23.423,0,0
mahzrunner,21.505,6.933,31.27,3,4.2,21.505,0,0
Naizuri,19.167,2.159,35.346,0,5.739,19.167,0,0
OkitaNobu,17.172,2.887,36.02,0,5.176,17.172,0,0
I_dont_like_loli,15.315,2.125,38.211,0,5.353,15.315,0,0
ElJuanchi,11.828,1.138,35.716,0,5.909,11.828,0,0
anicomi,9.804,0.851,34.214,0,6.3,9.804,0,0
,,,,,,,,
2025-09-15,,,,,,,,
comfv,90.598,36.733,27.116,15,3.557,90.598,0,0
BlackCondor,86,34.678,25.068,19,3.636,86,0,0
AKl,77.519,27.095,27.969,10,3.92,77.519,0,0
GabrielaRobin,60.403,14.115,28.451,1,4.656,60.403,0,0
Baguett,57.273,15.818,29.651,2,4.302,57.273,0,0
Alkios,57.037,14.876,27.873,2,4.494,57.037,0,0
florenz,56.364,13.956,32.466,1,4.548,56.364,0,0
OnlyWorldDaiStar,55.034,13.85,28.771,4,4.61,55.034,0,0
comete,53.077,13.17,28.7,1,4.696,53.077,0,0
Thaleko,51.111,12.635,28.558,2,4.609,51.111,0,0
neoburnz,45.614,11.235,28.318,2,4.635,45.614,0,0
mkby,45.614,11.97,26.874,1,4.5,45.614,0,0
Coglionedown,45.385,8.979,31.46,1,5.102,45.385,0,0
Mami,44,9.361,27.098,1,4.773,44,0,0
oh95,42.105,9.574,28.142,2,4.771,42.105,0,0
Flato,40,8.06,30.55,0,4.926,40,0,0
Poppysr,38.76,9.052,29.643,2,4.74,38.76,0,0
Swapin,35.455,7.246,33.052,0,4.949,35.455,0,0
Janoxx,34.899,8.564,29.081,4,4.885,34.899,0,0
Konsumenci,34.109,7.765,29.473,0,4.727,34.109,0,0
hmsuis,32.667,5.768,29.316,0,5.143,32.667,0,0
Kirox,32.479,6.754,31.615,0,4.763,32.479,0,0
harges,29.915,7.495,34.606,0,4.486,29.915,0,0
AnnaYanami,29.825,7.01,31.027,3,4.912,29.825,0,0
SaikiChan,25.185,5.121,30.647,1,5.088,25.185,0,0
mahzrunner,24.545,4.077,32.954,1,5.407,24.545,0,0
Fumiii,22.308,2.927,33.721,0,5.828,22.308,0,0
Hyonoobka,21.368,5.403,27.882,1,4.64,21.368,0,0
AnotherWish,15.504,1.983,34.668,0,5.65,15.504,0,0
brandon_K,4.667,0.907,37.216,0,4.857,4.667,0,0
